Generated Reports
"biopsy; Invasive carcinoma of no special type, grade II (Tubule formation: 3, Nuclear grade: 2, Mitoses: 1)."
"biopsy; 1. Invasive carcinoma of no special type, grade II (Tubule formation: 3, Nuclear grade: 2, Mitoses: 2) 2. Ductal carcinoma in situ."
"biopsy; 1. Invasive carcinoma of no special type, grade III (Tubule formation: 3, Nuclear grade: 3, Mitoses: 2) 2. Ductal carcinoma in situ 3. Microcalcification."
sono-guided core biopsy; Invasive micropapillary carcinoma.
"biopsy; Invasive carcinoma of no special type, grade II (Tubule formation: 3, Nuclear grade: 2, Mitoses: 2)."
"biopsy; Invasive carcinoma of no special type, grade III (Tubule formation: 3, Nuclear grade: 3, Mitoses: 3)."
endoscopic biopsy; Invasive lobular carcinoma.
"biopsy; Invasive carcinoma of no special type, grade II (Tubule formation: 3, Nuclear grade: 2, Mitoses: 2)."
"biopsy; 1. Invasive carcinoma of no special type, grade II (Tubule formation: 3, Nuclear grade: 2, Mitoses: 2) 2. Ductal carcinoma in situ."
"biopsy; 1. Invasive carcinoma of no special type, grade II (Tubule formation: 3, Nuclear grade: 2, Mitoses: 1) 2. Ductal carcinoma in situ."
"endoscopic biopsy; Adenocarcinoma, moderately differentiated."
biopsy; Invasive micropapillary carcinoma.
"biopsy; 1. Invasive carcinoma of no special type, grade I (Tubule formation: 2, Nuclear grade: 2, Mitoses: 1) 2. Ductal carcinoma in situ."
"endoscopic biopsy; 1. Invasive carcinoma of no special type, grade II (Tubule formation: 3, Nuclear grade: 2, Mitoses: 1) 2. Ductal carcinoma in situ."
biopsy; 1. Small cell carcinoma 2. Ductal carcinoma in situ 3. Microcalcification.
"biopsy; 1. Invasive carcinoma of no special type, grade I (Tubule formation: 2, Nuclear grade: 2, Mitoses: 1) 2. Ductal carcinoma in situ."
"biopsy; 1. 1. Invasive carcinoma of no special type, grade II (Tubule formation: 3, Nuclear grade: 2, Mitoses: 1) 2. Ductal carcinoma in situ."
"endoscopic biopsy; 1. Invasive carcinoma of no special type, grade I (Tubule formation: 2, Nuclear grade: 2, Mitoses: 1) 2. Ductal carcinoma in situ."
"Breast, sono-guided core biopsy; Invasive carcinoma of no special type, grade III (Tubule formation: 3, Nuclear grade: 3, Mitoses: 2)."
"biopsy; Invasive carcinoma of no special type, grade III (Tubule formation: 3, Nuclear grade: 3, Mitoses: 3)."
"biopsy; 1. Invasive carcinoma of no special type, grade III (Tubule formation: 3, Nuclear grade: 3, Mitoses: 2) 2. Ductal carcinoma in situ."
core biopsy; Invasive micropapillary carcinoma.
"biopsy; Invasive carcinoma of no special type, grade III (Tubule formation: 3, Nuclear grade: 3, Mitoses: 3)."
"biopsy; Invasive carcinoma of no special type, grade III (Tubule formation: 3, Nuclear grade: 3, Mitoses: 2)."
"Breast, core-needle biopsy; 1. Invasive carcinoma of no special type, grade II (Tubule formation: 3, Nuclear grade: 3, Mitoses: 1) 2. Ductal carcinoma in situ."
"core biopsy; Invasive carcinoma of no special type, grade II (Tubule formation: 3, Nuclear grade: 3, Mitoses: 1)."
"biopsy; 1. Invasive carcinoma of no special type, grade III (Tubule formation: 3, Nuclear grade: 3, Mitoses: 2) 2. Ductal carcinoma in situ."
"biopsy; Invasive carcinoma of no special type, grade III (Tubule formation: 3, Nuclear grade: 3, Mitoses: 2)."
"biopsy; Invasive carcinoma of no special type, grade I (Tubule formation: 2, Nuclear grade: 2, Mitoses: 1)."
"biopsy; Invasive carcinoma of no special type, grade II (Tubule formation: 3, Nuclear grade: 2, Mitoses: 1)."
"biopsy; 1. Invasive carcinoma of no special type, grade II (Tubule formation: 3, Nuclear grade: 2, Mitoses: 2) 2. Ductal carcinoma in situ."
"biopsy; 1. Invasive carcinoma of no special type, grade III (Tubule formation: 3, Nuclear grade: 3, Mitoses: 2) 2. Ductal carcinoma in situ."
"biopsy; 1. Invasive carcinoma of no special type, grade I (Tubule formation: 2, Nuclear grade: 2, Mitoses: 1) 2. Ductal carcinoma in situ."
"biopsy; Invasive carcinoma of no special type, grade I (Tubule formation: 2, Nuclear grade: 2, Mitoses: 1)."
biopsy; Invasive mucinous adenocarcinoma.
biopsy; Malignant lymphoma.
"Breast, sono-guided core biopsy; 1. Invasive carcinoma of no special type, grade II (Tubule formation: 3, Nuclear grade: 2, Mitoses: 1) 2. Ductal carcinoma in situ."
biopsy; 1. Ductal carcinoma in situ - Type: Solid - Nuclear grade: High - Necrosis: Present (Focal) 2. Microcalcification.
"biopsy; 1. Invasive carcinoma of no special type, grade I (Tubule formation: 2, Nuclear grade: 2, Mitoses: 1) 2. Ductal carcinoma in situ 3. Microcalcification."
biopsy; Ductal carcinoma in situ - Type: Solid - Nuclear grade: Intermediate - Necrosis: Absent.
"biopsy; 1. Invasive carcinoma of no special type, grade II (Tubule formation: 3, Nuclear grade: 2, Mitoses: 1) 2. Ductal carcinoma in situ."
biopsy; 1. Atypical ductal hyperplasia 2. Flat epithelial atypia.
biopsy; Invasive lobular carcinoma.
"Breast, sono-guided core biopsy; 1. Invasive carcinoma of no special type, grade II (Tubule formation: 3, Nuclear grade: 2, Mitoses: 1) 2. Ductal carcinoma in situ."
"endoscopic biopsy; Adenocarcinoma, moderately differentiated."
biopsy; 1. Ductal carcinoma in situ - Type: Solid - Nuclear grade: High - Necrosis: Present (Focal) 2. Microcalcification.
biopsy; 1. Micro-invasive carcinoma 2. Ductal carcinoma in situ 3. Apocrine metaplasia.
"biopsy; 1. Invasive carcinoma of no special type, grade I (Tubule formation: 2, Nuclear grade: 2, Mitoses: 1) 2. Ductal carcinoma in situ 3. Microcalcification."
"biopsy; 1. Invasive carcinoma of no special type, grade I (Tubule formation: 2, Nuclear grade: 2, Mitoses: 1) 2. Ductal carcinoma in situ."
"biopsy; 1. Invasive carcinoma of no special type, grade I (Tubule formation: 2, Nuclear grade: 2, Mitoses: 1) 2. Ductal carcinoma in situ 3. Microcalcification."
"biopsy; Invasive carcinoma of no special type, grade III (Tubule formation: 3, Nuclear grade: 3, Mitoses: 2)."
"biopsy; 1. Invasive carcinoma of no special type, grade III (Tubule formation: 3, Nuclear grade: 3, Mitoses: 3) 2. Ductal carcinoma in situ."
"biopsy; 1. Invasive carcinoma of no special type, grade III (Tubule formation: 3, Nuclear grade: 3, Mitoses: 2) 2. Ductal carcinoma in situ."
"Breast, sono-guided core biopsy; 1. Invasive carcinoma of no special type, grade I (Tubule formation: 3, Nuclear grade: 1, Mitoses: 1) 2. Ductal carcinoma in situ."
"biopsy; 1. Invasive carcinoma of no special type, grade I (Tubule formation: 2, Nuclear grade: 2, Mitoses: 1) 2. Ductal carcinoma in situ 3. Microcalcification."
biopsy; 1. Invasive micropapillary carcinoma 2. Ductal carcinoma in situ 3. Microcalcification.
biopsy; Ductal carcinoma in situ - Type: Solid - Nuclear grade: High - Necrosis: Present (Focal).
biopsy; Ductal carcinoma in situ - Type: Solid - Nuclear grade: High - Necrosis: Present (Focal).
biopsy; Ductal carcinoma in situ - Type: Solid - Nuclear grade: High - Necrosis: Present (Comedo-type).
core biopsy; Invasive lobular carcinoma.
biopsy; Invasive lobular carcinoma.
biopsy; Invasive lobular carcinoma.
biopsy; 1. Invasive lobular carcinoma 2. Lobular carcinoma in situ.
biopsy; Invasive lobular carcinoma.
"biopsy; Invasive carcinoma of no special type, grade III (Tubule formation: 3, Nuclear grade: 3, Mitoses: 2)."
biopsy; Ductal carcinoma in situ - Type: Solid - Nuclear grade: Intermediate - Necrosis: Absent.
biopsy; 1. Invasive lobular carcinoma 2. Lobular carcinoma in situ.
biopsy; 1. Atypical ductal hyperplasia 2. Apocrine metaplasia.
biopsy; Ductal carcinoma in situ - Type: Cribriform - Nuclear grade: Intermediate - Necrosis: Present (Focal).
biopsy; Ductal carcinoma in situ - Type: Cribriform - Nuclear grade: Intermediate - Necrosis: Present (Comedo-type).
biopsy; Ductal carcinoma in situ - Type: Cribriform - Nuclear grade: Intermediate - Necrosis: Present (Comedo-type).
biopsy; Ductal carcinoma in situ - Type: Cribriform - Nuclear grade: Low - Necrosis: Present.
"biopsy; Nipple, punch biopsy; Endocervical adenocarcinoma, HPV-associated, usual type."
biopsy; Atypical ductal hyperplasia.
biopsy; Ductal carcinoma in situ - Type: Solid - Nuclear grade: High - Necrosis: Present (Focal).
"biopsy; core-needle biopsy; Poorly cohesive carcinoma, signet ring cell type."
"incisional biopsy; core-needle biopsy; Poorly cohesive carcinoma, signet ring cell type."
biopsy; Ductal carcinoma in situ - Type: Solid - Nuclear grade: High - Necrosis: Present (Focal).
biopsy; Ductal carcinoma in situ - Type: Solid - Nuclear grade: High - Necrosis: Present (Focal).
biopsy; Ductal carcinoma in situ - Type: Solid - Nuclear grade: High - Necrosis: Present (Focal).
biopsy; Ductal carcinoma in situ - Type: Solid - Nuclear grade: High - Necrosis: Present (Comedo-type).
biopsy; Ductal carcinoma in situ - Type: Cribriform - Nuclear grade: Intermediate - Necrosis: Absent.
biopsy; Ductal carcinoma in situ - Type: Cribriform - Nuclear grade: Intermediate - Necrosis: Present (Focal).
biopsy; Ductal carcinoma in situ - Type: Cribriform - Nuclear grade: Intermediate - Necrosis: Absent.
biopsy; Ductal carcinoma in situ - Type: Cribriform - Nuclear grade: Intermediate - Necrosis: Present (Comedo-type).
"biopsy; Fibroepithelial tumor, favor phyllodes tumor."
"biopsy; Fibroepithelial tumor, favor fibroadenoma."
"Breast, sono-guided core biopsy; Fibroepithelial tumor."
biopsy; Fibroepithelial tumor.
biopsy; Fibroepithelial tumor.
"biopsy; Fibroepithelial tumor, favor fibroadenoma."
"biopsy; Fibroepithelial tumor, favor fibroadenoma."
biopsy; Low-grade squamous intraepithelial lesion (LSIL; CIN 1).
biopsy; Fibroepithelial tumor.
"Breast, sono-guided core biopsy; Fibroepithelial tumor."
biopsy; Fibroepithelial tumor.
"Breast, sono-guided core biopsy; Usual ductal hyperplasia."
"biopsy; Fibroepithelial tumor, favor phyllodes tumor."
biopsy; Fibroepithelial tumor.
"Breast, sono-guided core biopsy; Mucinous carcinoma."
"Breast, sono-guided core biopsy; Papillary neoplasm."
"Breast, sono-guided core biopsy; Columnar cell lesion."
core biopsy; Papillary neoplasm.
sono-guided core biopsy; Papillary neoplasm.
sono-guided core biopsy; Papillary neoplasm.
biopsy; Papillary neoplasm.
biopsy; Papillary neoplasm.
biopsy; Papillary neoplasm.
biopsy; Papillary neoplasm.
"Breast, core-needle biopsy; Intraductal papilloma."
biopsy; Papillary neoplasm.
biopsy; 1. Papillary neoplasm 2. Columnar cell lesion.
biopsy; Intraductal papilloma with usual ductal hyperplasia.
biopsy; Intraductal papilloma with usual ductal hyperplasia.
biopsy; Papillary neoplasm.
core biopsy; Intraductal papilloma.
biopsy; Columnar cell lesion.
Mucinous carcinoma.
biopsy; Mucinous carcinoma.
biopsy; Mucinous carcinoma.
biopsy; Mucinous carcinoma.
biopsy; Mucinous carcinoma.
"Breast, core-needle biopsy; Mucinous carcinoma."
Malignant lymphoma.
biopsy; No evidence of tumor.
biopsy; 1. Columnar cell lesion 2. Duct ectasia.
biopsy; Columnar cell lesion.
biopsy; Apocrine metaplasia.
"Breast, sono-guided core biopsy; Fibrocystic change."
biopsy; Low-grade squamous intraepithelial lesion (LSIL; CIN 1).
biopsy; Columnar cell lesion.
biopsy; Fibrocystic change.
biopsy; No evidence of tumor.
biopsy; Fibrocystic change.
biopsy; Usual ductal hyperplasia.
biopsy; Mucinous carcinoma.
biopsy; No evidence of tumor.
"biopsy; Non-small cell carcinoma, favor squamous cell carcinoma."
biopsy; Squamous cell carcinoma.
biopsy; 1. No evidence of tumor 2. Radiation-related atypia.
biopsy; 1. Columnar cell lesion 2. Apocrine metaplasia.
biopsy; No evidence of tumor.
"Breast, sono-guided core biopsy; Usual ductal hyperplasia."
biopsy; Tubular adenoma with low grade dysplasia.
sono-guided core biopsy; Sclerosing adenosis.
biopsy; 1. Sclerosing adenosis 2. Microcalcification 3. Apocrine metaplasia.
"Breast, sono-guided core biopsy; Pseudoangiomatous stromal hyperplasia."
biopsy; Low-grade squamous intraepithelial lesion (LSIL; CIN 1).
biopsy; Extranodal marginal zone B cell lymphoma of MALT type.
"biopsy; 1. Invasive carcinoma of no special type, grade I (Tubule formation: 2, Nuclear grade: 2, Mitoses: 1) 2. Ductal carcinoma in situ."
"biopsy; Non-small cell carcinoma, favor squamous cell carcinoma."
"biopsy; Invasive carcinoma of no special type, grade III (Tubule formation: 3, Nuclear grade: 3, Mitoses: 2)."
"biopsy; 1. Invasive carcinoma of no special type, grade II (Tubule formation: 3, Nuclear grade: 2, Mitoses: 1) 2. Ductal carcinoma in situ 3. Microcalcification."
"biopsy; Invasive carcinoma of no special type, grade I (Tubule formation: 2, Nuclear grade: 2, Mitoses: 2)."
"biopsy; 1. Invasive carcinoma of no special type, grade II (Tubule formation: 3, Nuclear grade: 2, Mitoses: 1) 2. Ductal carcinoma in situ."
"biopsy; 1. Breast, core-needle biopsy; 1. Invasive carcinoma of no special type, grade I (Tubule formation: 2, Nuclear grade: 2, Mitoses: 1) 2. Ductal carcinoma in situ."
"biopsy; Invasive carcinoma of no special type, grade II (Tubule formation: 3, Nuclear grade: 2, Mitoses: 2)."
"biopsy; Invasive carcinoma of no special type, grade II (Tubule formation: 3, Nuclear grade: 2, Mitoses: 2)."
"biopsy; Non-small cell carcinoma, favor squamous cell carcinoma."
"biopsy; Invasive carcinoma of no special type, grade III (Tubule formation: 3, Nuclear grade: 3, Mitoses: 2)."
"biopsy; Invasive carcinoma of no special type, grade III (Tubule formation: 3, Nuclear grade: 3, Mitoses: 2)."
"biopsy; 1. Invasive carcinoma of no special type, grade II (Tubule formation: 3, Nuclear grade: 2, Mitoses: 2) 2. Ductal carcinoma in situ."
"biopsy; Invasive carcinoma of no special type, grade III (Tubule formation: 3, Nuclear grade: 3, Mitoses: 2)."
"biopsy; 1. Invasive carcinoma of no special type, grade III (Tubule formation: 3, Nuclear grade: 3, Mitoses: 2) 2. Ductal carcinoma in situ."
"biopsy; Non-small cell carcinoma, favor squamous cell carcinoma."
"biopsy; Non-small cell carcinoma, favor squamous cell carcinoma."
biopsy; 1. Micro-invasive carcinoma 2. Ductal carcinoma in situ 3. Microcalcification.
biopsy; Papillary neoplasm.
"biopsy; 1. Invasive carcinoma of no special type, grade III (Tubule formation: 3, Nuclear grade: 3, Mitoses: 2) 2. Ductal carcinoma in situ."
biopsy; 1. Micro-invasive carcinoma 2. Ductal carcinoma in situ 3. Microcalcification.
biopsy; 1. Invasive lobular carcinoma 2. Lobular carcinoma in situ.
"biopsy; Breast, sono-guided core biopsy; 1. Invasive carcinoma of no special type, grade III (Tubule formation: 3, Nuclear grade: 3, Mitoses: 2) 2. Ductal carcinoma in situ."
"biopsy; 1. biopsy; 1. Invasive carcinoma of no special type, grade I (Tubule formation: 2, Nuclear grade: 2, Mitoses: 1) 2. Ductal carcinoma in situ."
biopsy; 1. Mucinous carcinoma 2. Ductal carcinoma in situ 3. Microcalcification.
"biopsy; 1. Invasive carcinoma of no special type, grade I (Tubule formation: 2, Nuclear grade: 2, Mitoses: 1) 2. Ductal carcinoma in situ."
biopsy; Mucinous carcinoma.
biopsy; Mucinous carcinoma.
"biopsy; Invasive carcinoma of no special type, grade II (Tubule formation: 3, Nuclear grade: 2, Mitoses: 2)."
"biopsy; Non-small cell carcinoma, favor squamous cell carcinoma."
"biopsy; Non-small cell carcinoma, favor squamous cell carcinoma."
biopsy; Invasive lobular carcinoma.
biopsy; Ductal carcinoma in situ - Type: Cribriform - Nuclear grade: Intermediate - Necrosis: Absent.
biopsy; Ductal carcinoma in situ - Type: Cribriform - Nuclear grade: Low - Necrosis: Absent.
biopsy; Ductal Ductal carcinoma in situ - Type: Cribriform - Nuclear grade: High - Necrosis: Present (Comedo-type).
biopsy; Ductal carcinoma in situ - Type: Cribriform - Nuclear grade: Intermediate - Necrosis: Present (Comedo-type).
biopsy; 1. Micro-invasive carcinoma 2. Ductal carcinoma in situ 3. Microcalcification.
biopsy; Ductal carcinoma in situ - Type: Cribriform - Nuclear grade: High - Necrosis: Present (Comedo-type).
biopsy; Ductal carcinoma in situ - Type: Cribriform - Nuclear grade: Intermediate - Necrosis: Absent.
biopsy; Ductal carcinoma in situ - Type: Cribriform - Nuclear grade: Intermediate - Necrosis: Absent.
biopsy; Ductal carcinoma in situ - Type: Cribriform - Nuclear grade: Low - Necrosis: Absent.
biopsy; Ductal carcinoma in situ - Type: Cribriform - Nuclear grade: High - Necrosis: Present (Comedo-type).
biopsy; Ductal carcinoma in situ - Type: Solid - Nuclear grade: High - Necrosis: Present (Comedo-type).
biopsy; Squamous cell carcinoma.
"Breast, biopsy; Fibroepithelial tumor, favor fibroadenoma."
biopsy; Ductal carcinoma in situ - Type: Cribriform - Nuclear grade: Intermediate - Necrosis: Present (Comedo-type).
biopsy; Ductal carcinoma in situ - Type: Cribriform - Nuclear grade: Low - Necrosis: Absent.
biopsy; Fibroepithelial tumor.
"biopsy; Fibroepithelial tumor, favor fibroadenoma."
biopsy; Fibroepithelial tumor.
biopsy; Apocrine metaplasia.
biopsy; Papillary neoplasm.
biopsy; Papillary neoplasm.
biopsy; Papillary neoplasm.
biopsy; Columnar cell lesion.
biopsy; 1. No evidence of tumor 2. Radiation-related atypia.
biopsy; Ductal carcinoma in situ - Type: Solid - Nuclear grade: High - Necrosis: Present (Focal).
biopsy; 1. Columnar cell lesion 2. Duct ectasia.
biopsy; Hyperplastic polyp.
biopsy; Columnar cell lesion.
includes muscle proper.
"Urinary bladder, transurethral resection; No tumor present Note) The specimen includes muscle proper."
biopsy; No evidence of tumor.
biopsy; No evidence of tumor.
"Urinary bladder, transurethral resection; No tumor present Note) The specimen includes muscle proper."
includes muscle proper.
"Urinary bladder, transurethral resection; No tumor present Note) The specimen does not include muscle proper."
colposcopic biopsy; No evidence of tumor.
Chronic granulomatous inflammation without necrosis.
"Urinary bladder, transurethral resection; 1. Invasive urothelial carcinoma, with involvement of subepithelial connective tissue 2. Urothelial carcinoma in situ Note) The specimen includes muscle proper."
"endoscopic biopsy; Adenocarcinoma, moderately differentiated."
"Urinary bladder, transurethral resection; 1. Invasive urothelial carcinoma, with involvement of subepithelial connective tissue 2. Urothelial carcinoma in situ Note) The specimen includes muscle proper."
Small cell carcinoma.
"biopsy; mammotome biopsy; 1. Invasive carcinoma of no special type, grade II (Tubule formation: 3, Nuclear grade: 3, Mitoses: 1) 2. Ductal carcinoma in situ 3. Microcalcification."
"Urinary bladder, transurethral resection; 1. Invasive urothelial carcinoma, with involvement of muscle proper 2. Urothelial carcinoma in situ Note) The specimen includes muscle proper."
endoscopic biopsy; Invasive mucinous adenocarcinoma.
"Urinary bladder, transurethral resection; Non-invasive papillary urothelial carcinoma, high grade Note) The specimen includes muscle proper."
Small cell carcinoma.
"Urinary bladder, transurethral resection; Invasive urothelial carcinoma, with involvement of muscle proper Note) The specimen includes muscle proper."
endoscopic biopsy; Squamous cell carcinoma.
"Urinary bladder, transurethral resection; Invasive urothelial carcinoma, with involvement of subepithelial connective tissue Note) The specimen does not include muscle proper."
"Urinary bladder, transurethral resection; Invasive urothelial carcinoma, with involvement of subepithelial connective tissue Note) The specimen includes muscle proper."
"Urinary bladder, transurethral resection; Invasive urothelial carcinoma, with involvement of subepithelial connective tissue Note) The specimen includes muscle proper."
endoscopic biopsy; Squamous cell carcinoma.
"Urinary bladder, transurethral resection; 1. Invasive urothelial carcinoma, with involvement of subepithelial connective tissue 2. Urothelial carcinoma in situ Note) The specimen includes muscle proper."
"biopsy; 1. Invasive carcinoma of no special type, grade III (Tubule formation: 3, Nuclear grade: 3, Mitoses: 3) 2. Ductal carcinoma in situ 3. Microcalcification."
endoscopic biopsy; Squamous cell carcinoma.
"endoscopic biopsy; Adenocarcinoma, moderately differentiated."
"Urinary bladder, transurethral resection; 1. Invasive urothelial carcinoma, with involvement of subepithelial connective tissue 2. Urothelial carcinoma in situ Note) The specimen does not include muscle proper."
"biopsy; mammotome biopsy; Invasive carcinoma of no special type, grade III (Tubule formation: 3, Nuclear grade: 3, Mitoses: 3)."
"endoscopic biopsy; 1. Invasive carcinoma of no special type, grade II (Tubule formation: 3, Nuclear grade: 3, Mitoses: 1) 2. Ductal carcinoma in situ 3. Apocrine metaplasia 3) 2. Ductal carcinoma in situ 3. Microcalcification."
"endoscopic biopsy; 1. Invasive carcinoma of no special type, grade III (Tubule formation: 3, Nuclear grade: 3, Mitoses: 3) 2. Ductal carcinoma in situ 3. Chronic granulomatous inflammation with foreign body reaction Note) The specimen does not include muscle proper."
"endoscopic submucosal dissection; Adenocarcinoma, moderately differentiated."
"Urinary bladder, transurethral resection; Non-invasive papillary urothelial carcinoma, high grade Note) The specimen includes muscle proper."
"endoscopic biopsy; 1. Invasive carcinoma of no special type, grade II (Tubule formation: 3, Nuclear grade: 3, Mitoses: 1) 2. Ductal carcinoma in situ 3. Microcalcification."
"mucosal resection; Invasive urothelial carcinoma, with involvement of muscle proper Note) The specimen includes muscle proper."
"Urinary bladder, transurethral resection; 1. Invasive urothelial carcinoma, with involvement of muscle proper 2. Urothelial carcinoma in situ Note) The specimen includes muscle proper."
"Urinary bladder, transurethral resection; Invasive urothelial carcinoma, with involvement of muscle proper Note) The specimen includes muscle proper."
"endoscopic biopsy; Adenocarcinoma, poorly differentiated."
"mucosal resection; Invasive urothelial carcinoma, with involvement of muscle proper Note) The specimen includes muscle proper."
"endoscopic biopsy; Adenocarcinoma, poorly differentiated."
"endoscopic biopsy; 1. Invasive carcinoma of no special type, grade II (Tubule formation: 3, Nuclear grade: 3, Mitoses: 1) 2. Ductal carcinoma in situ 3. Microcalcification."
endoscopic biopsy; Squamous cell carcinoma.
endoscopic biopsy; Squamous cell carcinoma.
"endoscopic biopsy; 1. Invasive carcinoma of no special type, grade II (Tubule formation: 3, Nuclear grade: 3, Mitoses: 1) 2. Ductal carcinoma in situ 3. Microcalcification."
"Urinary bladder, transurethral resection; 1. Invasive urothelial carcinoma, with involvement of subepithelial connective tissue 2. Urothelial carcinoma in situ Note) The specimen includes muscle proper."
"Urinary bladder, transurethral resection; Invasive urothelial carcinoma, with involvement of muscle proper Note) The specimen includes muscle proper."
biopsy; Squamous cell carcinoma.
endoscopic biopsy; Squamous cell carcinoma.
endoscopic biopsy; Squamous cell carcinoma.
biopsy; Small cell carcinoma.
"Urinary bladder, transurethral resection; Non-invasive papillary urothelial carcinoma, low grade Note) The specimen includes muscle proper."
"Urinary bladder, transurethral resection; Non-invasive papillary urothelial carcinoma, high grade Note) The specimen includes muscle proper."
"Urinary bladder, transurethral resection; Non-invasive papillary urothelial carcinoma, low grade Note) The specimen includes muscle proper."
"Urinary bladder, transurethral resection; Non-invasive papillary urothelial carcinoma, high grade Note) The specimen includes muscle proper."
"Urinary bladder, transurethral resection; Non-invasive papillary urothelial carcinoma, low grade Note) The specimen includes muscle proper."
mucosal resection; No tumor present.
Small cell carcinoma.
Hyperplastic polyp.
"Urinary bladder, transurethral resection; Non-invasive papillary urothelial carcinoma, low grade Note) The specimen includes muscle proper."
Hyperplastic polyp.
"biopsy; Non-invasive papillary urothelial carcinoma, low grade dysplasia."
biopsy; No evidence of subepithelial connective tissue Note) The specimen does not include muscle proper.
biopsy; Small cell carcinoma.
"Urinary bladder, transurethral resection; Non-invasive papillary urothelial carcinoma, low grade Note) The specimen does not include muscle proper."
biopsy; Small cell carcinoma.
